"","GDAY_DS","BA"
"1",2020-05-05,0.212121212121212
"2",2020-05-06,0.242424242424242
"3",2020-05-07,0.257142857142857
"4",2020-05-08,0.351351351351351
"5",2020-05-10,0.315789473684211
"6",2020-05-12,0.307692307692308
"7",2020-05-13,0.297297297297297
"8",2020-05-14,0.290322580645161
"9",2020-05-15,0.275
"10",2020-05-16,0.172413793103448
"11",2020-05-17,0.333333333333333
"12",2020-05-19,0.307692307692308
"13",2020-05-20,0.138888888888889
"14",2020-05-21,0.431818181818182
"15",2020-05-22,0.206896551724138
"16",2020-05-23,0.3125
"17",2020-05-24,0.371428571428571
"18",2020-05-26,0.285714285714286
"19",2020-05-27,0.371428571428571
"20",2020-05-28,0.351351351351351
"21",2020-05-29,0.242424242424242
"22",2020-05-30,0.133333333333333
"23",2020-05-31,0.4375
"24",2020-06-02,0.205882352941176
"25",2020-06-03,0.4
"26",2020-06-04,0.3125
"27",2020-06-05,0.395348837209302
"28",2020-06-06,0.333333333333333
"29",2020-06-07,0.325
"30",2020-06-09,0.352941176470588
"31",2020-06-10,0.205882352941176
"32",2020-06-11,0.378378378378378
"33",2020-06-12,0.228571428571429
"34",2020-06-13,0.314285714285714
"35",2020-06-14,0.382352941176471
"36",2020-06-16,0.277777777777778
"37",2020-06-17,0.205882352941176
"38",2020-06-19,0.233333333333333
"39",2020-06-20,0.235294117647059
"40",2020-06-21,0.314285714285714
"41",2020-06-23,0.225806451612903
"42",2020-06-25,0.1875
"43",2020-06-25,0.27027027027027
"44",2020-06-26,0.34375
"45",2020-06-27,0.181818181818182
"46",2020-06-28,0.315789473684211
"47",2020-06-30,0.275
"48",2020-07-01,0.206896551724138
"49",2020-07-02,0.368421052631579
"50",2020-07-03,0.264705882352941
"51",2020-07-04,0.4
"52",2020-07-05,0.228571428571429
"53",2020-07-07,0.242424242424242
"54",2020-07-08,0.205882352941176
"55",2020-07-09,0.325
"56",2020-07-10,0.384615384615385
"57",2020-07-11,0.2
"58",2020-07-14,0.1
"59",2020-07-15,0.323529411764706
"60",2020-07-16,0.35
"61",2020-07-17,0.195121951219512
"62",2020-07-18,0.333333333333333
"63",2020-07-19,0.333333333333333
"64",2020-07-21,0.342
"65",2020-07-24,0.219
"66",2020-07-25,0.194
"67",2020-07-26,0.219
"68",2020-07-28,0.405
"69",2020-07-31,0.378
"70",2020-08-01,0.333
"71",2020-08-02,0.19
"72",2020-08-05,0.2
"73",2020-08-06,0.25
"74",2020-08-08,0.194
"75",2020-08-09,0.359
"76",2020-08-12,0.257
"77",2020-08-13,0.359
"78",2020-08-14,0.222
"79",2020-08-15,0.294
"80",2020-08-16,0.265
"81",2020-08-18,0.259
"82",2020-08-19,0.194
"83",2020-08-20,0.467
"84",2020-08-21,0.263
"85",2020-08-23,0.257
"86",2020-08-24,0.235
"87",2020-08-25,0.395
"88",2020-08-26,0.306
"89",2020-08-27,0.371
"90",2020-08-28,0.286
"91",2020-08-29,0.4
"92",2020-08-30,0.25
"93",2020-09-01,0.313
"94",2020-09-02,0.265
"95",2020-09-03,0.4
"96",2020-09-04,0.283
"97",2020-09-06,0.161
"98",2020-09-08,0.405
"99",2020-09-09,0.262
"100",2020-09-10,0.361
"101",2020-09-11,0.351
"102",2020-09-12,0.188
"103",2020-09-13,0.25
"104",2020-09-15,0.182
"105",2020-09-16,0.235
"106",2020-09-17,0.265
"107",2020-09-18,0.258
"108",2020-09-19,0.294
"109",2020-09-20,0.286
"110",2020-09-21,0.351
